CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL3938328	539.4	5.25	95.64	CN1CC(C1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	98.3	nM
CHEMBL3666307	462.9	3.03	111.89	CC1(COC1)n2cc(C(=O)c3cncc(NC(=O)Cc4ccc(Cl)cn4)c3)c5cncnc25	IC50	98.4	nM
CHEMBL3678284	540.57	5.66	93.01	COc1cc(Cn2c(N)nc3cc(cnc23)c4cnn(C)c4)ccc1OCc5ccc(SC(F)(F)F)cc5	IC50	0.2	nM
CHEMBL3678287	515.52	4.53	105.9	COc1cc(Cn2c(N)nc3cc(cnc23)c4cnn(C)c4)ccc1OCc5csc(n5)C(F)(F)F	IC50	0.2	nM
CHEMBL3675926	395.44	2.59	82.76	OCc1ccc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NC5CC5)c4n3	IC50	0.6	nM
CHEMBL3966864	612.51	6.01	152.68	CS(=O)(=O)c1ccc(cc1NC(=Nc2cnc(Oc3ccc(cc3)c4cc(cnc4N)C(F)(F)F)nc2)O)C(F)(F)F	IC50	0.8	nM
CHEMBL3671133	437.45	4.18	75.67	Cc1oc(CNC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F)cc1	IC50	0.95	nM
CHEMBL251796	561.53	4.14	104.45	C[C@@H](N)C(=O)N1CCN(CC1)C(=O)c2cc(Sc3cnc(Nc4cccc(Br)n4)s3)ccc2C	IC50	1	nM
CHEMBL3915638	566.93	6.43	136.36	Nc1ncc(Cl)cc1c2ccc(Oc3ncc(cn3)N=C(O)Nc4cc(ccc4n5cccn5)C(F)(F)F)cc2	IC50	1	nM
CHEMBL3676034	387.39	2.07	82.76	OCCNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	1.1	nM
CHEMBL3675956	430.46	2.58	95.65	CC(C)(CF)NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)cnc4CO	IC50	1.15	nM
CHEMBL3675913	423.49	3.24	82.76	O[C@@H]1CC[C@H](CC1)NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cccc(F)c5	IC50	1.2	nM
CHEMBL3676022	428.47	2.12	104.88	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NCCCCO)c4n3	IC50	1.4	nM
CHEMBL3977553	533.93	5.35	121.08	OC(=NCc1cn[nH]c1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	1.936	nM
CHEMBL3675937	444.46	2.78	74.56	F[C@H]1CNCC[C@H]1NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F	IC50	1.95	nM
CHEMBL3913818	567.53	7.5	121.2	OC(=Nc1cnc(Oc2ccc(cc2)c3c[nH]c4nccc4c3)nc1)Nc5cc(ccc5c6cccnc6)C(F)(F)F	IC50	2	nM
CHEMBL3676033	517.59	1.77	122.03	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NC5CCN(CC5)S(=O)(=O)C)c4n3	IC50	2.2	nM
CHEMBL3675998	394.45	3.13	75.42	C[C@H](NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cncc(F)c4)C5CC5	IC50	2.9	nM
CHEMBL3675998	394.45	3.13	75.42	C[C@H](NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cncc(F)c4)C5CC5	IC50	2.9	nM
CHEMBL3962152	559.96	5.43	132.04	OC(=NCC1=CNC(=N)C=C1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	2.98	nM
CHEMBL3676092	410.45	2.19	84.53	CN1C=C(F)C=C([C@H]2CCCN2c3ccn4ncc(C(=O)NC5CCC5)c4n3)C1=O	IC50	3	nM
CHEMBL3659499	368.38	2.64	106.43	CCOc1cc(n[nH]1)n2cnc3ccc(N[C@@H](C)c4ncc(F)cn4)nc23	IC50	3	nM
CHEMBL176544	275.31	3.07	46.92	Cn1cc(\C=C\2/C(=O)Nc3cccnc23)c4ccccc14	IC50	3	nM
CHEMBL3671447	497.43	3.95	108.23	CC1(COC1)n2cc(C(=O)c3cncc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)c5cncnc25	IC50	3.09	nM
CHEMBL3671430	459.51	2.25	148.91	Cc1ccc(CC(=O)Nc2cncc(c2)C(=O)c3cn(c4nc(N)ncc34)C(C)(C)CO)nc1	IC50	3.16	nM
CHEMBL3671423	516.48	2.88	142.84	COCC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(n3)C(F)(F)F)c2)c4cnc(N)nc14	IC50	3.22	nM
CHEMBL3671435	513.48	2.96	148.91	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cn3)C(F)(F)F)c2)c4cnc(N)nc14	IC50	3.75	nM
CHEMBL3960393	454.87	4.65	75.42	Fc1ccc(F)c(c1)[C@@H]2CCCN2c3ccn4ncc(NC(=O)c5cc(Cl)ccn5)c4n3	IC50	4	nM
CHEMBL3676064	424.48	2.56	95.65	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)N[C@@H]5CCC[C@H]5O)c4n3	IC50	4.8	nM
CHEMBL3659496	364.39	3.12	97.2	C[C@H](Nc1ncc2ncn(c3cc([nH]n3)C4CC4)c2n1)c5ccc(F)cn5	IC50	5	nM
CHEMBL3666256	472.43	3.07	133.61	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(n3)C(F)(F)F)c2)c4cnc(N)nc14	IC50	5.18	nM
CHEMBL3673442	524.63	4.86	88.25	COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)c5cnn(c5)C6CCNCC6)cc2OC)cn1	IC50	6	nM
CHEMBL3673442	524.63	4.86	88.25	COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)c5cnn(c5)C6CCNCC6)cc2OC)cn1	IC50	6	nM
CHEMBL3675963	433.42	1.36	112.22	OC[C@H](O)CONC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	6.13	nM
CHEMBL3889913	492.9	5.47	136.48	CC(=Nc1ccc(F)c(n1)c2ccc(Cl)c(c2)C(=O)Nc3cc(nn3c4ccccc4)C(=N)O)O	IC50	6.13	nM
CHEMBL3942676	540.38	5.46	112.63	OC(=NCC1(O)CC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	6.37	nM
CHEMBL3676063	424.48	2.56	95.65	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)N[C@H]5CC[C@H](O)C5)c4n3	IC50	6.8	nM
CHEMBL3673440	542.58	5.57	101.49	COc1ccc(COc2ccc(Cn3c(N)nc4cc(ccc34)c5ccc(nc5)P(=O)(C)C)cc2OC)cc1	IC50	7	nM
CHEMBL3961852	466.33	5.43	92.4	CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	7.06	nM
CHEMBL3671426	489.54	2.13	155.73	COCC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(nn3)C4CC4)c2)c5cnc(N)nc15	IC50	7.62	nM
CHEMBL3915459	572.95	5.42	104.43	OC(=NC1CCNCC1(F)F)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	7.66	nM
CHEMBL3955007	438.51	3.52	99.14	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=NC5CCC(O)CC5)O)c4n3	IC50	7.7	nM
CHEMBL3673482	485.52	4.86	97.31	COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)c5ccc(F)cc5)cc2OC)cn1	IC50	9	nM
CHEMBL3936597	565.4	5.56	133.97	Cc1nc(CN=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5)n[nH]1	IC50	9.46	nM
CHEMBL3930913	433.9	5.12	93.26	CC(C)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(Cl)cn3)c4cnccc14	IC50	9.64	nM
CHEMBL3934347	510.38	5.44	101.63	COCCN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	9.67	nM
CHEMBL3582442	458.54	4.23	69.79	OC1CCN(CC1)c2cc(ccn2)c3cnc4ccc(nn34)N5CCC[C@@H]5c6cccc(F)c6	IC50	10	nM
CHEMBL3671319	582.6	4.88	97.12	CC(Cc1c(F)c(F)cc(F)c1F)NC2=C(C(=O)NC=C2)c3nc4cc5CN(C6CCN(C)CC6)C(=O)c5c(C)c4[nH]3	IC50	10.37	nM
CHEMBL3897319	470.45	5.06	98.19	CC(C)n1cc(C(=O)c2cc(ccn2)N=C(O)Cn3nc(cc3C)C(F)(F)F)c4cnccc14	IC50	10.6	nM
CHEMBL3676096	454.51	1.94	104.76	CN1C=C(F)C=C([C@H]2CCCN2c3ccn4ncc(C(=O)N[C@@H]5CCCC[C@H]5O)c4n3)C1=O	IC50	10.7	nM
CHEMBL3109645	392.38	4.9	70.25	CC(C)N(Cc1c[nH]c2ncccc12)C(=O)Nc3ccc(OC(F)(F)F)cc3	IC50	11	nM
CHEMBL3945085	444.9	3.48	89.49	CC1(O)CN(C1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5Cl)O	IC50	11.5	nM
CHEMBL3675975	380.43	2.89	75.42	Fc1cncc(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)NC5CCC5)c4n3	IC50	11.7	nM
CHEMBL3666260	485.5	2.69	162.05	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4ocnc4c3)c2)c5cnc(N)nc15	IC50	12.2	nM
CHEMBL3676048	443.5	3.49	82.76	CC(C)(C)[C@@H](CO)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	12.3	nM
CHEMBL3978099	565.4	5.27	147.83	OC(=NCC1=CNNC1=N)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	12.3	nM
CHEMBL3891994	524.41	5.57	112.63	CC(C)(O)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	12.36	nM
CHEMBL3951404	527.95	5.27	118.18	OC(=NCc1ccnnc1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	12.4	nM
CHEMBL3909391	534.91	5.61	118.43	OC(=NCc1cocn1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	12.4	nM
CHEMBL3676016	399.43	0.98	121.41	NCCCNC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3C4=CC(=CNC4=O)F	IC50	12.7	nM
CHEMBL3890973	533.38	5.12	133.97	OC(=NCc1nc[nH]n1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	12.7	nM
CHEMBL3904686	538.44	5.96	112.63	CC(C)(O)CCN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	13	nM
CHEMBL3941731	458.93	3.87	89.49	O[C@H]1CCCN(C1)C(=Nc2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5Cl)O	IC50	13.4	nM
CHEMBL3966463	544.4	5.79	118.18	OC(=NCc1ncccn1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	13.6	nM
CHEMBL2152282	373.46	3.81	80.06	CN(C)CCOc1cc(N)cc(c1)c2cnc3[nH]cc(c4ccncc4)c3c2	IC50	13.63	nM
CHEMBL3940450	544.37	4.29	132.86	OC[C@H](O)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	13.7	nM
CHEMBL3671466	416.45	1.26	135.68	Cn1cc(C(=O)c2cncc(c2)N(N)C(=O)Cc3n[nH]c4CCCc34)c5cncnc15	IC50	15.1	nM
CHEMBL3945210	538.39	4.56	121.86	O[C@@H]1COC[C@H]1N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	16.7	nM
CHEMBL3900485	544.95	6.02	105.29	OC(=NCc1ccccn1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	17	nM
CHEMBL3671438	510.5	3.15	145.25	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(OC(F)F)cc3)c2)c4cnc(N)nc14	IC50	17.9	nM
CHEMBL3932402	447.47	3.75	113.49	CC(C)(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(F)cn3)c4cnccc14	IC50	18.2	nM
CHEMBL3952724	433.45	2.56	97.42	CN1N=C(C=CC1=O)C(=O)Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cccc(F)c5	IC50	19.2	nM
CHEMBL3972027	428.44	2.96	89.49	CC1(O)CN(C1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5F)O	IC50	19.7	nM
CHEMBL3957847	539.93	4.18	121.86	O[C@@H]1COC[C@H]1N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	19.8	nM
CHEMBL3970342	548.98	6.97	107.78	CCCN=C1NC=C(S1)c2ccc(Oc3ncc(cn3)N=C(O)Nc4cc(ccc4Cl)C(F)(F)F)cc2	IC50	20	nM
CHEMBL3920918	498.53	4.17	95.56	CCOC(=O)C1CCN(CC1)C(=Nc2cnc3ccc(nn23)N4CCC[C@H]4c5cc(F)ccc5F)O	IC50	20.1	nM
CHEMBL3671453	487.44	3.09	127.56	CC(C)n1cc(C(=O)C2=CNC(=O)C(=C2)NC(=O)Cn3nc(cc3C)C(F)(F)F)c4cncnc14	IC50	20.5	nM
CHEMBL3899474	511.92	4.8	112.63	C[C@@H](O)CN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	20.7	nM
CHEMBL3906802	474.91	5.33	136.48	CC(=Nc1cccc(n1)c2ccc(Cl)c(c2)C(=O)Nc3cc(nn3c4ccccc4)C(=N)O)O	IC50	20.83	nM
CHEMBL3962069	559.99	5.35	130.31	COCc1cc(CN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5)[nH]n1	IC50	21.1	nM
CHEMBL3675994	410.45	2.25	95.65	O[C@H]1CCCC1NC(=O)c2cnn3ccc(nc23)N4CCCC4c5cncc(F)c5	IC50	22.8	nM
CHEMBL3972649	540.38	5.46	112.63	O[C@@H]1C[C@H](C1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	24.2	nM
CHEMBL3911492	451.85	4.57	124.12	OC(=N)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4cccc(O)c4	IC50	24.4	nM
CHEMBL3926806	519.96	4.58	100.35	OCC1CCCN1C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	26.3	nM
CHEMBL3910591	528.37	5.32	112.63	C[C@H](O)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	28.6	nM
CHEMBL3927116	535.96	4.44	121.86	OCCC1(COC1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	31.4	nM
CHEMBL3977703	673.78	5.31	190.81	CC(C)(C)c1cc(NC(=Nc2cnc(Oc3ccc(cc3)c4cnc(s4)N5CCCC5=O)nc2)O)n(n1)c6ccc(cc6)S(=O)(=O)N	IC50	32	nM
CHEMBL2152275	316.36	3.88	76.82	COc1ccc(cc1N)c2cnc3[nH]cc(c4ccncc4)c3c2	IC50	33.2	nM
CHEMBL3976583	486.45	4.03	118.42	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3nc(cc3C)C(F)(F)F)c4cnccc14	IC50	33.7	nM
CHEMBL3676012	450.52	2.74	95.65	OC[C@H]1[C@H]2CCC(C2)[C@H]1NC(=O)c3cnn4ccc(nc34)N5CCCC5c6cncc(F)c6	IC50	34.8	nM
CHEMBL398610	367.43	2.65	81.4	CCOc1cccc2c1c(\C=C\3/C(=O)NN=C3c4snnc4C)cn2C	IC50	36	nM
CHEMBL3666337	499.45	4.55	108.23	CC(C)n1cc(C(=O)c2cncc(NC(=O)COc3ccc(OC(F)(F)F)cc3)c2)c4cncnc14	IC50	36.6	nM
CHEMBL3675985	398.44	2.11	95.65	CC(C)(O)CNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4	IC50	37.8	nM
CHEMBL3676106	464.51	3.64	102.47	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)Nc5ccn(n5)C(C)C)c4n3	IC50	38.2	nM
CHEMBL3666272	501.42	2.73	139.46	OCC(CO)n1cc(C(=O)c2cncc(NC(=O)c3cccc(OC(F)(F)F)c3)c2)c4cncnc14	IC50	39	nM
CHEMBL3666272	501.42	2.73	139.46	OCC(CO)n1cc(C(=O)c2cncc(NC(=O)c3cccc(OC(F)(F)F)c3)c2)c4cncnc14	IC50	39	nM
CHEMBL3912980	470.57	5.39	100.6	CC(C)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3cccc(CC(C)(C)O)c3)c4cnccc14	IC50	39.2	nM
CHEMBL3661497	439.48	3.63	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ncc4ccccc34)c2)c5cncnc15	IC50	41.7	nM
CHEMBL402067	483.52	4.35	109.52	CCOC(=O)CNC(=O)O[C@H](C)[C@H]1c2ccccc2c3c1c4[nH]c5ccccc5c4c6CNC(=O)c36	IC50	43	nM
CHEMBL3962488	491.91	4.68	101.63	OC(=NC1COC1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	43.9	nM
CHEMBL253858	381.49	3.99	90.7	Cc1ccc(Sc2cnc(Nc3ccccn3)s2)cc1C(=O)NCC#N	IC50	44	nM
CHEMBL3676006	398.44	2.11	95.65	CC(C)(CO)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cncc(F)c4	IC50	44.4	nM
CHEMBL3675991	326.33	1.7	89.41	NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4	IC50	45	nM
CHEMBL3906762	414.42	2.38	82.84	CN(C)C(=O)C(=O)Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4F	IC50	47.45	nM
CHEMBL3666425	437.89	3.59	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3nn(C)c(C)c3Cl)c2)c4cncnc14	IC50	47.7	nM
CHEMBL3666425	437.89	3.59	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3nn(C)c(C)c3Cl)c2)c4cncnc14	IC50	47.7	nM
CHEMBL3945983	558.4	4.94	121.86	COC[C@@H](CO)N=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	50.4	nM
CHEMBL3952238	491.47	5.96	104.16	CC(C)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(C#N)c(c3)C(F)(F)F)c4cnccc14	IC50	51.7	nM
CHEMBL2152276	320.78	4.53	67.59	Nc1cc(ccc1Cl)c2cnc3[nH]cc(c4ccncc4)c3c2	IC50	53.7	nM
CHEMBL3661460	417.44	3.96	89.77	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(F)cc3)c2)c4cncnc14	IC50	55.6	nM
CHEMBL3935975	432.46	3.54	88.02	CN1C=CC(=CC1=O)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cccc(F)c5)O	IC50	55.6	nM
CHEMBL3921627	541.37	5.52	124.99	CN=C(O)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	56.6	nM
CHEMBL3964721	455.51	3.58	81.29	CC1(C)CN(CCN1)C(=Nc2cnc3ccc(nn23)N4CCC[C@H]4c5cc(F)ccc5F)O	IC50	60.6	nM
CHEMBL3957626	519.96	4.84	89.35	CO[C@@H]1CCN(C1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	61	nM
CHEMBL3676055	340.36	2.01	89.41	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)N)c4n3	IC50	61.6	nM
CHEMBL3933263	470.48	3.69	106.56	OC(=O)C1CCN(CC1)C(=Nc2cnc3ccc(nn23)N4CCC[C@H]4c5cc(F)ccc5F)O	IC50	64.4	nM
CHEMBL3895091	518.94	4.39	112.71	OC1=NCCN(C1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	67.2	nM
CHEMBL3931775	530.95	4.64	133.97	OC(=NCCc1cnn[nH]1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	68.63	nM
CHEMBL3676068	426.5	2.67	95.65	CCc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NCC(C)(C)O)c4n3	IC50	71.8	nM
CHEMBL3972064	358.35	3.25	89.54	OC(=N)Nc1cnc2ccc(nn12)N3CCC[C@H]3c4cc(F)ccc4F	IC50	77.1	nM
CHEMBL3960497	473.42	3.11	131.31	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3cc(nn3)C(F)(F)F)c4cnccc14	IC50	77.6	nM
CHEMBL3964727	532.96	3.89	100.43	CN1CCN(CC1=O)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	81.9	nM
CHEMBL3675978	410.45	2.25	95.65	O[C@@H]1CCC[C@@H]1NC(=O)c2cnn3ccc(nc23)N4CCCC4c5cncc(F)c5	IC50	83.1	nM
CHEMBL3678293	498.56	6.03	84.42	COc1ccc(COc2ccc(cc2OC)C(C)n3c(N)nc4cc(ccc34)c5ccc(F)cc5)cn1	IC50	85	nM
CHEMBL3965043	492.94	4.63	118.42	NCCCN=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	85.5	nM
CHEMBL3965882	474.49	4.15	89.49	OC1CCN(CC1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5C(F)F)O	IC50	85.5	nM
CHEMBL2152278	399.45	3.35	97.13	Nc1cc(ccc1C(=O)N2CCOCC2)c3cnc4[nH]cc(c5ccncc5)c4c3	IC50	88.6	nM
CHEMBL3987005	505.94	4.81	112.63	OC(=NCC1(O)CC1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	89.5	nM
CHEMBL3968464	456.43	4.75	98.19	CC(C)n1cc(C(=O)c2cc(ccn2)N=C(O)Cn3ccc(n3)C(F)(F)F)c4cnccc14	IC50	89.7	nM
CHEMBL3962074	591.62	7.29	120.67	CCN=C1NC=C(S1)c2ccc(Oc3ncc(cn3)N=C(O)Nc4cc(cnc4c5ccc(C)cc5)C(F)(F)F)cc2	IC50	90	nM
CHEMBL3666355	479.95	4.18	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cn4cc(Cl)sc4n3)c2)c5cncnc15	IC50	97	nM
CHEMBL3962959	531.94	5.18	131.32	Cc1oc(CN=C(O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5)nn1	IC50	99.4	nM
CHEMBL254895	547.5	3.75	104.45	Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N4CCN(CC4)C(=O)CN	IC50	0.6	nM
CHEMBL3675917	382.37	2.6	86.32	Fc1ccc(F)c(c1)C2CCCN2c3ccn4ncc(C(=O)NCC#N)c4n3	IC50	0.7	nM
CHEMBL3675918	417.44	3.83	62.53	CC(C)(CF)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	0.8	nM
CHEMBL3678301	511.5	4.36	108.31	COc1cc(ccc1OCc2ccc(nc2)C(F)(F)F)C(C)n3c(N)nc4cc(cnc34)C#CCCO	IC50	1	nM
CHEMBL3968770	592.63	5.72	141.92	CCCN=C1NC=C(S1)c2ccc(Oc3ncc(cn3)N=C(O)Nc4cc(ccc4S(=O)(=O)C)C(F)(F)F)cc2	IC50	1	nM
CHEMBL3671138	357.36	2.71	62.53	CNC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	1.05	nM
CHEMBL3666259	512.49	3.57	136.02	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3cccc(c3)C(F)(F)F)c2)c4cnc(N)nc14	IC50	1.09	nM
CHEMBL3916880	455.51	4.35	86.25	CC1(O)CCC(CC1)N=C(O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F	IC50	1.23	nM
CHEMBL2151321	381.42	3.64	93.54	CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc23	IC50	1.4	nM
CHEMBL3671134	423.43	3.33	80.35	Cn1ccc(NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F)n1	IC50	1.55	nM
CHEMBL3671412	478.94	3.67	111.89	COCC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c4cncnc14	IC50	1.57	nM
CHEMBL3904287	556	5.34	120.55	CN=C1NC=C(CN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5)C=C1	IC50	1.77	nM
CHEMBL3971434	535.31	6.9	118.54	Nc1ncc(Cl)cc1c2ccc(Oc3ncc(cn3)N=C(O)Nc4ccc(cc4Cl)C(F)(F)F)cc2	IC50	2	nM
CHEMBL3675914	381.46	3.74	62.53	CC(C)(C)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cccc(F)c4	IC50	2.1	nM
CHEMBL3676024	370.39	1.97	84.65	CNC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)cnc4OC	IC50	2.1	nM
CHEMBL3972530	421.41	3.78	91.8	OC(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4F)c5cnccn5	IC50	2.2	nM
CHEMBL3676058	394.45	3.2	75.42	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NC5(C)CC5)c4n3	IC50	2.4	nM
CHEMBL3676058	394.45	3.2	75.42	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NC5(C)CC5)c4n3	IC50	2.4	nM
CHEMBL3676028	414.44	1.72	104.88	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NC[C@@H](C)O)c4n3	IC50	2.8	nM
